,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject,Pass,Parents_edu
309,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,3,5,7,16,15,15,Maths,TRUE,4
310,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,2,3,3,11,10,10,Maths,TRUE,3
311,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,3,2,3,1,6,13,13,14,Maths,TRUE,3
312,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,2,2,1,2,4,7,16,15,16,Maths,TRUE,4
313,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,3,4,2,3,5,0,10,10,9,Maths,FALSE,4
314,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,3,4,0,13,15,15,Maths,TRUE,4
315,MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,3,4,5,4,5,7,11,13,13,Maths,TRUE,3
316,MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,3,4,3,3,2,7,8,7,8,Maths,FALSE,1
317,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,2,3,3,1,13,13,13,Maths,TRUE,3
318,MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,2,3,2,3,3,6,8,7,8,Maths,FALSE,3
319,MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,3,4,3,3,5,3,8,8,8,Maths,FALSE,1
320,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,3,4,1,3,2,3,13,11,11,Maths,TRUE,4
321,MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,2,4,1,1,5,0,10,9,9,Maths,FALSE,3
322,MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,2,5,3,12,13,13,Maths,TRUE,4
323,MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,1,3,1,2,5,1,12,12,11,Maths,TRUE,3
324,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,2,2,1,2,3,3,10,10,10,Maths,TRUE,1
325,MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,4,0,18,16,16,Maths,TRUE,1
326,MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,2,4,1,4,5,0,13,13,13,Maths,TRUE,4
327,MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,3,3,2,3,5,1,13,12,12,Maths,TRUE,1
328,MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,3,3,0,11,11,10,Maths,TRUE,3
329,MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,2,4,1,1,1,0,16,15,15,Maths,TRUE,4
330,MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,1,2,1,2,3,0,12,11,12,Maths,TRUE,2
331,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,2,4,2,4,3,3,10,10,10,Maths,TRUE,3
332,MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,1,2,2,2,5,0,13,13,13,Maths,TRUE,4
333,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,1,3,1,2,4,0,11,10,10,Maths,TRUE,3
334,MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,1,2,4,2,5,7,14,12,11,Maths,TRUE,4
335,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,1,2,1,1,3,3,7,7,9,Maths,FALSE,3
336,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,2,3,2,3,3,2,14,12,12,Maths,TRUE,2
337,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,3,3,1,1,3,7,13,11,11,Maths,TRUE,2
338,MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,3,4,1,3,1,7,6,5,5,Maths,FALSE,2
339,MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,1,1,0,19,18,19,Maths,TRUE,4
340,MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,2,2,1,2,4,1,8,8,10,Maths,TRUE,1
341,MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,3,3,1,1,3,3,15,14,15,Maths,TRUE,4
342,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,3,4,2,3,8,9,10,Maths,TRUE,4
343,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,Maths,TRUE,3
344,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,3,1,7,10,10,10,Maths,TRUE,3
345,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,1,4,1,4,2,3,15,14,14,Maths,TRUE,4
346,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,3,5,4,7,6,7,Maths,FALSE,2
347,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,1,3,1,11,11,10,Maths,TRUE,3
348,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,3,3,4,3,3,7,6,5,5,Maths,FALSE,4
349,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,2,3,1,3,4,1,10,9,10,Maths,TRUE,2
350,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,2,2,5,6,6,5,6,Maths,FALSE,4
351,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,2,4,1,1,1,0,7,9,8,Maths,FALSE,3
352,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,3,4,4,4,4,7,9,9,9,Maths,FALSE,2
353,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,3,4,3,4,2,2,14,16,16,Maths,TRUE,3
354,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,3,3,3,3,3,2,10,8,7,Maths,FALSE,1
355,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,3,1,3,4,5,0,11,12,10,Maths,TRUE,3
356,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,3,3,5,4,8,9,9,Maths,FALSE,1
357,GP,F,18,U,GT3,A,4,4,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,2,4,1,1,3,3,0,11,11,Portuguese,TRUE,4
358,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5,2,3,1,1,3,1,9,11,11,Portuguese,TRUE,1
359,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,4,2,2,2,3,3,5,12,13,12,Portuguese,TRUE,1
360,GP,F,15,U,GT3,T,4,2,health,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,3,1,2,1,1,5,0,14,14,14,Portuguese,TRUE,4
361,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,2,2,1,2,5,0,11,13,13,Portuguese,TRUE,3
362,GP,M,16,U,LE3,T,4,3,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,2,1,2,5,5,12,12,13,Portuguese,TRUE,4
363,GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,4,1,1,3,0,13,12,13,Portuguese,TRUE,2
364,GP,F,17,U,GT3,A,4,4,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,1,1,10,13,13,Portuguese,TRUE,4
365,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,1,1,0,15,16,17,Portuguese,TRUE,3
366,GP,M,15,U,GT3,T,3,4,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,1,1,1,5,0,12,12,13,Portuguese,TRUE,4
367,GP,F,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3,2,3,1,2,2,1,14,14,14,Portuguese,TRUE,4
368,GP,F,15,U,GT3,T,2,1,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,1,2,1,1,4,0,10,12,13,Portuguese,TRUE,2
369,GP,M,15,U,LE3,T,4,4,health,services,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,3,5,0,12,13,12,Portuguese,TRUE,4
370,GP,M,15,U,GT3,T,4,3,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,3,0,12,12,13,Portuguese,TRUE,4
371,GP,M,15,U,GT3,A,2,2,other,other,home,other,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,3,0,14,14,15,Portuguese,TRUE,2
372,GP,F,16,U,GT3,T,4,4,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,2,2,5,17,17,17,Portuguese,TRUE,4
373,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,1,3,1,2,2,7,13,13,14,Portuguese,TRUE,4
374,GP,F,16,U,GT3,T,3,3,other,other,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,no,5,2,2,1,1,4,1,13,14,14,Portuguese,TRUE,3
375,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,no,5,3,4,2,4,5,1,8,8,7,Portuguese,FALSE,3
376,GP,M,16,U,LE3,T,4,3,health,other,home,father,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,5,5,12,12,12,Portuguese,TRUE,4
377,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,3,1,1,1,1,0,12,13,14,Portuguese,TRUE,4
378,GP,M,15,U,GT3,T,4,4,health,health,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,3,2,1,1,5,0,11,12,12,Portuguese,TRUE,4
379,GP,M,16,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4,3,1,1,3,5,0,12,13,14,Portuguese,TRUE,4
380,GP,M,16,U,LE3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,2,4,5,1,10,10,10,Portuguese,TRUE,2
381,GP,F,15,R,GT3,T,2,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,1,10,11,10,Portuguese,TRUE,4
382,GP,F,16,U,GT3,T,2,2,services,services,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,1,1,2,1,3,5,5,10,11,12,Portuguese,TRUE,2
383,GP,M,15,U,GT3,T,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,2,5,7,11,12,12,Portuguese,TRUE,2
384,GP,M,15,U,GT3,T,4,2,health,services,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,1,4,2,4,1,0,11,11,11,Portuguese,TRUE,4
385,GP,M,16,U,LE3,A,3,4,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,3,1,1,5,1,12,12,13,Portuguese,TRUE,4
386,GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,5,4,5,3,12,11,12,Portuguese,TRUE,4
387,GP,M,15,U,GT3,T,4,4,health,services,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,5,3,2,3,4,5,0,10,11,11,Portuguese,TRUE,4
388,GP,M,15,U,GT3,T,4,4,services,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,1,1,1,5,1,15,15,15,Portuguese,TRUE,4
389,GP,M,15,R,GT3,T,4,3,teacher,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,0,13,14,15,Portuguese,TRUE,4
390,GP,M,15,U,LE3,T,3,3,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,2,2,1,1,2,0,13,12,12,Portuguese,TRUE,3
391,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,3,3,1,1,5,3,12,12,12,Portuguese,TRUE,3
392,GP,F,15,U,GT3,T,2,3,other,other,other,father,2,1,0,no,yes,no,yes,yes,yes,no,no,3,3,1,1,1,5,3,11,11,11,Portuguese,TRUE,3
393,GP,M,15,U,LE3,T,4,3,teacher,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,4,0,14,14,14,Portuguese,TRUE,4
394,GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,2,3,3,1,1,5,3,13,13,13,Portuguese,TRUE,4
395,GP,F,15,R,GT3,T,3,4,services,health,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,1,11,12,12,Portuguese,TRUE,4
396,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,no,4,2,1,1,1,2,7,14,13,12,Portuguese,TRUE,2
397,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,yes,3,2,3,1,2,3,7,11,11,10,Portuguese,TRUE,2
398,GP,M,15,U,LE3,T,4,4,teacher,other,home,other,1,1,0,no,yes,no,no,no,yes,yes,yes,5,3,3,2,4,5,7,10,11,11,Portuguese,TRUE,4
399,GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,5,0,14,15,15,Portuguese,TRUE,4
400,GP,M,15,U,GT3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,3,1,1,1,1,0,9,10,10,Portuguese,TRUE,2
401,GP,F,16,U,LE3,T,2,2,other,at_home,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,no,4,2,3,2,2,5,7,10,11,11,Portuguese,TRUE,2
402,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5,1,2,1,1,5,3,10,11,11,Portuguese,TRUE,4
403,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,2,4,1,4,3,5,13,12,13,Portuguese,TRUE,3
404,GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,1,2,1,1,2,1,17,17,17,Portuguese,TRUE,4
405,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,2,3,2,2,5,3,11,12,13,Portuguese,TRUE,4
406,GP,F,15,U,GT3,T,4,4,services,teacher,other,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,3,4,1,1,3,1,13,12,12,Portuguese,TRUE,4
407,GP,F,16,U,LE3,T,2,2,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,2,3,4,0,14,13,13,Portuguese,TRUE,2
408,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,1,5,0,16,14,16,Portuguese,TRUE,4
409,GP,M,15,U,LE3,A,4,2,health,health,other,father,2,1,0,no,no,no,no,yes,yes,no,no,5,3,4,3,4,5,3,10,9,9,Portuguese,FALSE,4
410,GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,3,2,4,2,3,5,0,13,12,12,Portuguese,TRUE,4
411,GP,F,15,U,LE3,A,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,2,4,4,4,1,0,13,12,13,Portuguese,TRUE,3
412,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,2,4,1,1,2,1,12,13,12,Portuguese,TRUE,2
413,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,1,0,15,14,15,Portuguese,TRUE,4
414,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,1,2,1,1,5,7,15,15,16,Portuguese,TRUE,4
415,GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,0,14,13,14,Portuguese,TRUE,2
416,GP,F,16,U,GT3,T,4,2,services,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,3,1,1,5,1,16,15,16,Portuguese,TRUE,4
417,GP,F,16,R,GT3,T,4,4,health,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,3,4,2,3,4,0,17,16,16,Portuguese,TRUE,4
418,GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5,3,4,5,4,5,0,10,10,16,Portuguese,TRUE,1
419,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4,3,3,1,1,1,0,13,13,10,Portuguese,TRUE,2
420,GP,F,16,U,GT3,T,4,3,teacher,health,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,no,3,3,4,2,4,4,0,14,13,13,Portuguese,TRUE,4
421,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,3,4,2,4,2,0,13,12,12,Portuguese,TRUE,4
422,GP,F,16,U,LE3,T,4,3,teacher,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,1,16,15,16,Portuguese,TRUE,4
423,GP,M,15,U,GT3,A,4,4,other,services,reputation,mother,1,3,0,no,yes,no,yes,no,yes,yes,yes,1,2,3,5,4,3,0,11,12,12,Portuguese,TRUE,4
424,GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,4,2,3,1,2,5,0,10,9,10,Portuguese,TRUE,3
425,GP,F,15,R,LE3,T,2,2,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,4,0,11,10,11,Portuguese,TRUE,2
426,GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,3,0,no,yes,no,no,no,yes,yes,no,4,3,2,2,3,3,5,15,15,15,Portuguese,TRUE,3
427,GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,5,1,13,11,11,Portuguese,TRUE,3
428,GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,3,2,3,1,1,3,0,11,9,10,Portuguese,TRUE,4
429,GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,yes,3,2,4,2,4,5,1,13,11,11,Portuguese,TRUE,1
430,GP,M,16,U,GT3,T,3,1,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,2,2,2,2,5,0,13,13,14,Portuguese,TRUE,3
431,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,2,3,2,4,5,3,11,11,11,Portuguese,TRUE,3
432,GP,M,15,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,2,3,5,0,11,11,11,Portuguese,TRUE,4
433,GP,M,15,U,GT3,T,4,0,teacher,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,3,3,3,1,1,1,0,12,11,11,Portuguese,TRUE,4
434,GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,3,3,0,13,13,13,Portuguese,TRUE,2
435,GP,M,17,U,GT3,T,2,1,other,other,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,3,1,1,1,3,0,9,9,10,Portuguese,TRUE,2
436,GP,F,16,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,3,3,1,2,3,7,12,11,11,Portuguese,TRUE,4
437,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,yes,3,1,2,1,3,3,0,11,11,12,Portuguese,TRUE,3
438,GP,M,15,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,2,2,1,2,5,1,10,9,9,Portuguese,FALSE,3
439,GP,F,15,U,LE3,T,3,2,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,5,3,12,11,11,Portuguese,TRUE,3
440,GP,M,15,U,LE3,T,2,2,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,2,3,1,3,4,1,13,12,13,Portuguese,TRUE,2
441,GP,F,15,U,GT3,T,1,1,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,2,2,2,3,4,1,13,12,12,Portuguese,TRUE,1
442,GP,F,15,U,GT3,T,4,4,services,services,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,3,4,2,3,5,3,12,11,12,Portuguese,TRUE,4
443,GP,F,16,U,LE3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,2,4,1,2,2,5,13,11,11,Portuguese,TRUE,2
444,GP,F,15,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,3,1,3,15,15,15,Portuguese,TRUE,4
445,GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,2,1,1,3,5,12,10,11,Portuguese,TRUE,2
446,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,1,3,3,4,5,5,9,9,10,Portuguese,TRUE,4
447,GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,3,4,1,9,11,11,Portuguese,TRUE,3
448,GP,F,15,U,GT3,T,4,3,services,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,4,1,3,1,5,14,13,13,Portuguese,TRUE,4
449,GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,2,3,2,3,2,0,12,13,12,Portuguese,TRUE,3
450,GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,2,3,1,1,1,1,13,14,14,Portuguese,TRUE,4
451,GP,M,15,U,LE3,T,2,2,services,health,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,1,1,4,1,11,12,12,Portuguese,TRUE,2
452,GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,3,0,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,1,3,13,13,13,Portuguese,TRUE,1
453,GP,M,16,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,no,3,2,3,1,1,4,5,9,11,11,Portuguese,TRUE,4
454,GP,F,16,U,GT3,T,2,1,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,4,1,1,5,0,13,12,12,Portuguese,TRUE,2
455,GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,2,4,1,2,1,3,12,13,13,Portuguese,TRUE,4
456,GP,F,16,U,GT3,T,4,3,other,at_home,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,2,4,1,1,3,1,12,13,13,Portuguese,TRUE,4
457,GP,M,16,U,GT3,T,4,4,services,services,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,5,4,4,7,9,9,8,Portuguese,FALSE,4
458,GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,4,0,16,16,16,Portuguese,TRUE,4
459,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,2,3,1,1,5,1,12,13,12,Portuguese,TRUE,4
460,GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,2,4,1,1,2,7,11,10,10,Portuguese,TRUE,3
461,GP,M,15,U,GT3,A,3,4,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,1,0,16,16,16,Portuguese,TRUE,4
462,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,3,0,yes,no,no,no,yes,yes,no,no,4,2,3,1,1,4,7,10,10,10,Portuguese,TRUE,3
